gene	n_isolates	prevalence	single_copy_frac	excluded_reason	is_core_cds
group_5243	1212	0.9846	0.9629		False
group_5804	1211	0.9838	0.9959		False
group_5344	1211	0.9838	0.9612		False
group_5321	1211	0.9838	0.9967		False
group_5098	1211	0.9838	0.9876		False
group_4837	1211	0.9838	1.0		False
group_3895	1211	0.9838	0.9851		False
mutS	1211	0.9838	0.9851		False
group_2738	1211	0.9838	1.0		False
group_196	1211	0.9838	1.0		False
coa	1210	0.9829	0.9653	hostile_repeat_protein	False
group_5062	1210	0.9829	0.9702		False
comG	1210	0.9829	1.0		False
group_5779	1209	0.9821	1.0		False
group_4884	1209	0.9821	1.0		False
group_3444	1209	0.9821	0.9983		False
group_3125	1209	0.9821	0.9983		False
spn	1209	0.9821	1.0		False
set17	1209	0.9821	0.9843		False
group_4732	1208	0.9813	0.9992		False
group_4491	1208	0.9813	0.995		False
group_343	1208	0.9813	0.9743		False
group_207	1208	0.9813	0.9793		False
scc~~~scb	1208	0.9813	0.9967		False
group_5501	1207	0.9805	0.9917		False
group_5108	1207	0.9805	0.9959		False
group_4331	1207	0.9805	0.9901		False
group_4151	1207	0.9805	0.8774		False
crtQ	1207	0.9805	0.9967		False
group_3399	1207	0.9805	0.9992		False
group_2759	1207	0.9805	1.0		False
group_2429	1207	0.9805	0.9983		False
group_1379	1207	0.9805	1.0		False
group_4703	1206	0.9797	1.0		False
group_4062	1206	0.9797	1.0		False
group_4056	1206	0.9797	1.0		False
group_3567	1206	0.9797	0.9934		False
group_3566	1206	0.9797	0.9992		False
group_2752	1206	0.9797	0.9992		False
fakB2	1206	0.9797	1.0		False
crtO	1206	0.9797	1.0		False
group_1406	1206	0.9797	1.0		False
group_5388	1205	0.9789	1.0		False
msrB	1205	0.9789	0.9975		False
group_4054	1205	0.9789	1.0		False
group_3910	1205	0.9789	1.0		False
group_4343	1204	0.9781	1.0		False
set25	1204	0.9781	0.9767		False
farE	1203	0.9773	0.9834		False
spa~~~lysM	1202	0.9764	0.9567	hostile_repeat_protein	False
farR	1202	0.9764	1.0		False
agrB	1202	0.9764	1.0		False
set20	1202	0.9764	1.0		False
group_2962	1201	0.9756	1.0		False
group_427	1201	0.9756	0.9842		False
group_5335	1200	0.9748	1.0		False
group_5025	1199	0.974	0.9224		False
group_107	1199	0.974	0.9833		False
efb	1197	0.9724	0.9975		False
group_5738	1196	0.9716	1.0		False
group_747	1196	0.9716	0.9256		False
group_3057	1194	0.9699	1.0		False
group_4350	1193	0.9691	1.0		False
group_5080	1188	0.9651	0.9949		False
group_3867	1188	0.9651	1.0		False
group_4754	1184	0.9618	1.0		False
group_4472	1184	0.9618	0.9992		False
group_109	1180	0.9586	0.9992		False
group_4278	1179	0.9578	0.9992		False
group_3800	1177	0.9561	0.9992		False
set22	1176	0.9553	0.9991		False
group_4688	1175	0.9545	0.9711		False
selX	1174	0.9537	0.9898		False
group_5561	1167	0.948	1.0		False
esxA	1165	0.9464	1.0		False
group_3452	1165	0.9464	0.9794		False
group_422	1163	0.9448	0.8426		False
set26	1162	0.9439	0.9966		False
group_2919	1161	0.9431	1.0		False
group_5107	1160	0.9423	0.9647		False
group_5636	1156	0.9391	1.0		False
group_4852	1156	0.9391	1.0		False
group_4626	1156	0.9391	0.9983		False
group_4625	1156	0.9391	0.9974		False
group_2921	1156	0.9391	0.9991		False
group_2561	1156	0.9391	0.9983		False
group_5754	1155	0.9383	0.9991		False
ebhA	1146	0.931	0.7888		False
set24~~~set23	1144	0.9293	0.9668		False
group_5808	1136	0.9228	0.5995		False
group_211	1133	0.9204	0.9585		False
set19~~~set18	1131	0.9188	0.9098		False
group_106	1130	0.918	1.0		False
group_5809	1129	0.9171	1.0		False
group_4478	1127	0.9155	0.9734		False
group_4375	1127	0.9155	0.9814		False
group_5578	1124	0.9131	0.9742		False
group_5638	1122	0.9115	1.0		False
group_5639	1113	0.9041	1.0		False
group_308	1111	0.9025	0.8848		False
sdrD~~~sdrE~~~sdrC	1110	0.9017	0.8694	hostile_repeat_protein	False
group_2978	1106	0.8985	0.981		False
group_5118	1101	0.8944	1.0		False
group_400	1099	0.8928	0.8799		False
eap	1090	0.8855	0.6046		False
group_738	1089	0.8846	0.9954		False
group_5699	1085	0.8814	0.9733		False
group_5384	1085	0.8814	0.9963		False
group_4742	1085	0.8814	0.9696		False
appA	1085	0.8814	0.9318		False
yydJ	1084	0.8806	0.9972		False
group_5047	1083	0.8798	0.976		False
group_3453	1083	0.8798	0.9991		False
group_3547	1082	0.879	0.9935		False
group_4404	1077	0.8749	1.0		False
group_132	1076	0.8741	0.8885		False
appC	1076	0.8741	0.9749		False
group_5364	1075	0.8733	0.9916		False
group_5781	1065	0.8652	0.6244		False
group_5744	1059	0.8603	0.9141		False
yoeB	1054	0.8562	0.9981		False
group_3406	1054	0.8562	1.0		False
group_5232	1043	0.8473	0.9569		False
group_223	1030	0.8367	0.9223		False
group_3874	1028	0.8351	0.4144		False
msbA	1027	0.8343	0.9786		False
group_3473	1024	0.8318	0.9697		False
group_4789	1022	0.8302	1.0		False
group_5688	1018	0.827	0.7996		False
group_310	1015	0.8245	0.9941		False
group_5523	1002	0.814	0.004		False
set19	1001	0.8132	0.9421		False
group_5091	982	0.7977	0.9868		False
group_5447	981	0.7969	1.0		False
group_352	980	0.7961	0.9888		False
group_5726	978	0.7945	1.0		False
lukE	973	0.7904	0.9599		False
group_5387	973	0.7904	0.9856		False
group_5070	972	0.7896	1.0		False
lpl10~~~lpl8	966	0.7847	0.972		False
group_506	964	0.7831	0.9844		False
group_5100	962	0.7815	0.9948		False
group_5483	960	0.7799	1.0		False
group_4251	960	0.7799	1.0		False
group_668	956	0.7766	0.8912		False
group_4639	955	0.7758	1.0		False
group_5829	953	0.7742	0.999		False
sasD	952	0.7734	0.9685		False
group_3970	949	0.7709	0.9294		False
group_645	949	0.7709	0.9283		False
femA~~~fmhC	949	0.7709	0.9589		False
group_5497	948	0.7701	1.0		False
group_5789	944	0.7669	1.0		False
group_684	935	0.7595	0.5476		False
lukD	927	0.753	0.9698		False
splA	924	0.7506	0.974		False
group_5040	921	0.7482	1.0		False
splB~~~splC	921	0.7482	0.8762		False
group_399	920	0.7474	1.0		False
group_5706	918	0.7457	0.9989		False
group_1107	915	0.7433	0.9694		False
group_4502	909	0.7384	0.9989		False
group_99	904	0.7344	1.0		False
group_3277	900	0.7311	1.0		False
set24	899	0.7303	0.9944		False
group_13	896	0.7279	0.471		False
group_5310	895	0.7271	0.9497		False
group_3755	893	0.7254	0.9854		False
group_785	892	0.7246	0.9989		False
group_5039	888	0.7214	0.9921		False
group_3850	887	0.7206	1.0		False
group_5273	886	0.7197	0.9639		False
group_225	882	0.7165	0.9399		False
group_4980	879	0.7141	0.8203		False
group_3328	877	0.7124	0.959		False
group_5614	869	0.7059	1.0		False
sdrC~~~sdrD~~~sdrG	869	0.7059	0.9448	hostile_repeat_protein	False
group_5828	867	0.7043	0.8939		False
group_4245	866	0.7035	0.9781		False
group_3203	866	0.7035	0.963		False
group_2178	866	0.7035	0.9977		False
group_1920	866	0.7035	1.0		False
group_423	858	0.697	0.8112		False
group_91	854	0.6937	0.9836		False
group_633	853	0.6929	0.9766		False
group_1905	850	0.6905	1.0		False
group_24	843	0.6848	0.981		False
group_3181	842	0.684	0.9893		False
group_2097	842	0.684	1.0		False
clfB	840	0.6824	0.981	hostile_repeat_protein	False
group_852	839	0.6816	0.9023		False
group_4238	836	0.6791	0.9031		False
group_23	836	0.6791	1.0		False
group_5498	835	0.6783	0.8862		False
group_5566	834	0.6775	0.9556		False
splC~~~splB	831	0.6751	0.9699		False
group_5819	825	0.6702	0.9915		False
lpl7~~~lpl9	822	0.6677	0.9489		False
splB~~~splE~~~splF~~~splD	817	0.6637	0.339		False
group_3503	813	0.6604	1.0		False
scn	807	0.6556	0.974		False
group_3280	802	0.6515	1.0		False
clfB~~~sdrC~~~sdrD	801	0.6507	0.9688	hostile_repeat_protein	False
fnbB~~~fnbA~~~sdrG	800	0.6499	0.9237	hostile_repeat_protein	False
group_619	799	0.6491	0.99		False
group_397	799	0.6491	0.9712		False
esaD~~~essD	780	0.6336	0.9038		False
esaC~~~esxC	778	0.632	1.0		False
esaE	778	0.632	1.0		False
esxD	778	0.632	0.9936		False
group_810	778	0.632	0.9974		False
esxB	777	0.6312	1.0		False
group_693	764	0.6206	0.9987		False
group_3524	761	0.6182	0.929		False
group_425	758	0.6158	0.9683		False
group_873	752	0.6109	0.9654		False
group_4705	750	0.6093	1.0		False
group_603	735	0.5971	1.0		False
group_353	733	0.5955	0.9209		False
group_1106	731	0.5938	0.9973		False
group_3593	730	0.593	1.0		False
group_5341	724	0.5881	0.9213		False
group_754	723	0.5873	0.8506		False
sak	719	0.5841	0.9986		False
group_5739	717	0.5825	1.0		False
group_5727	714	0.58	1.0		False
group_4529	712	0.5784	0.9593		False
group_636	711	0.5776	0.9986		False
group_262	711	0.5776	0.8776		False
group_5005	708	0.5751	1.0		False
group_159	708	0.5751	1.0		False
group_4463	707	0.5743	1.0		False
group_5635	705	0.5727	1.0		False
group_232	704	0.5719	0.9901		False
group_2859	703	0.5711	1.0		False
group_5230	700	0.5686	0.97		False
group_3271	697	0.5662	1.0		False
lip2	695	0.5646	0.9986		False
sigA	694	0.5638	0.9986		False
group_760	692	0.5621	0.9812		False
group_125	690	0.5605	0.8942		False
group_5795	686	0.5573	0.9665		False
group_5778	685	0.5565	1.0		False
group_848	682	0.554	0.9985		False
group_5116	677	0.55	0.9749		False
cap8H	674	0.5475	0.9955		False
group_465	674	0.5475	0.4258		False
group_4798	673	0.5467	0.9926		False
group_3740	669	0.5435	1.0		False
group_1313	668	0.5426	0.997		False
cap8J	666	0.541	0.997		False
cap8I	666	0.541	1.0		False
cap8K	666	0.541	1.0		False
group_630	666	0.541	0.9985		False
group_357	665	0.5402	0.9278		False
group_391	662	0.5378	1.0		False
agrD	658	0.5345	1.0		False
group_426	653	0.5305	0.9571		False
group_951	647	0.5256	0.9366		False
group_5066	643	0.5223	0.9984		False
group_4975	640	0.5199	0.9906		False
group_5318	638	0.5183	0.1834		False
group_5705	636	0.5167	1.0		False
group_5803	635	0.5158	0.9606		False
group_348	631	0.5126	0.8843		False
group_5796	629	0.511	1.0		False
group_93	628	0.5102	0.9761		False
sarT	624	0.5069	1.0		False
group_1289	619	0.5028	0.9192		False
group_498	619	0.5028	0.9742		False
sarU	618	0.502	0.9919		False
splB~~~splE~~~splF	615	0.4996	0.987		False
lpl7	604	0.4907	0.9205		False
group_1090	596	0.4842	1.0		False
group_1089	596	0.4842	0.9933		False
group_1086	596	0.4842	0.995		False
group_1088	595	0.4833	0.9983		False
group_1092	594	0.4825	1.0		False
group_5285	589	0.4785	0.9949		False
group_2408	588	0.4777	1.0		False
group_1085	582	0.4728	0.9983		False
group_448	582	0.4728	0.7251		False
group_1042	580	0.4712	0.9793		False
group_1069	579	0.4703	0.9827		False
group_2862	577	0.4687	1.0		False
group_224	575	0.4671	0.9861		False
group_5132	574	0.4663	1.0		False
cna	574	0.4663	0.993		False
group_1000	574	0.4663	0.9826		False
group_4753	572	0.4647	1.0		False
group_349	572	0.4647	0.9895		False
group_147	571	0.4639	1.0		False
group_4370	569	0.4622	0.993		False
group_263	569	0.4622	0.8576		False
group_5509	568	0.4614	1.0		False
group_969	568	0.4614	1.0		False
group_5839	567	0.4606	1.0		False
group_5087	565	0.459	1.0		False
norG	564	0.4582	0.9787		False
lpl5~~~lpl1	563	0.4574	0.9556		False
group_4289	561	0.4557	0.9947		False
group_1136	557	0.4525	1.0		False
group_5836	554	0.45	0.7058		False
group_2066	551	0.4476	1.0		False
group_803	549	0.446	1.0		False
group_4034	548	0.4452	0.9964		False
group_4758	547	0.4444	0.9415		False
fosB	547	0.4444	1.0		False
group_1969	546	0.4435	1.0		False
group_5187	545	0.4427	0.9431		False
geh~~~lip2	545	0.4427	0.8587		False
group_1043	545	0.4427	0.9927		False
group_5017	544	0.4419	1.0		False
group_1080	544	0.4419	1.0		False
group_1079	544	0.4419	1.0		False
yajD	544	0.4419	1.0		False
group_3410	543	0.4411	0.9982		False
rpoD~~~sigA	539	0.4379	0.9981		False
group_1035	539	0.4379	0.9907		False
group_398	537	0.4362	0.9497		False
group_4895	534	0.4338	1.0		False
group_2390	534	0.4338	1.0		False
group_1265	531	0.4314	0.9887		False
group_5266	528	0.4289	0.8068		False
group_5139	528	0.4289	1.0		False
group_3517	525	0.4265	0.9352		False
group_1139	525	0.4265	0.9771		False
group_361	525	0.4265	0.981		False
group_3151	524	0.4257	0.9885		False
group_2875	524	0.4257	1.0		False
group_2054	524	0.4257	1.0		False
cstB	524	0.4257	0.9943		False
group_727	524	0.4257	0.9504		False
group_1250	523	0.4249	1.0		False
group_5800	522	0.424	1.0		False
sqr	522	0.424	0.9655		False
group_5802	519	0.4216	0.9461		False
group_5001	519	0.4216	1.0		False
group_3360	518	0.4208	1.0		False
group_473	518	0.4208	0.8552		False
group_309	517	0.42	0.9478		False
group_5169	505	0.4102	1.0		False
group_1308	499	0.4054	1.0		False
group_728	499	0.4054	0.9639		False
lpl2~~~lpl1	496	0.4029	0.9899		False
group_4530	495	0.4021	1.0		False
group_1112	495	0.4021	0.996		False
group_354	495	0.4021	0.9616		False
lysR	495	0.4021	0.9838		False
group_5813	494	0.4013	0.9555		False
group_5052	493	0.4005	0.9878		False
group_687	493	0.4005	1.0		False
group_4467	492	0.3997	1.0		False
group_1052	492	0.3997	0.998		False
group_4083	491	0.3989	1.0		False
group_5652	490	0.3981	0.9816		False
group_113	488	0.3964	1.0		False
group_67	487	0.3956	0.9918		False
group_761	486	0.3948	0.9733		False
group_5125	485	0.394	0.9938		False
group_34	484	0.3932	0.9979		False
group_5157	482	0.3916	1.0		False
group_4040	482	0.3916	1.0		False
group_5759	481	0.3907	1.0		False
group_4124	481	0.3907	1.0		False
group_3579	481	0.3907	0.9938		False
group_5413	480	0.3899	0.9979		False
group_68	480	0.3899	1.0		False
group_2628	478	0.3883	1.0		False
group_315	478	0.3883	1.0		False
group_3059	477	0.3875	0.9979		False
group_351	477	0.3875	0.9937		False
group_12	477	0.3875	1.0		False
group_4665	475	0.3859	1.0		False
group_4429	475	0.3859	1.0		False
chp	475	0.3859	0.9958		False
group_323	471	0.3826	0.9342		False
group_110	471	0.3826	1.0		False
group_5777	470	0.3818	0.9447		False
group_643	469	0.381	0.9638		False
group_5155	468	0.3802	1.0		False
blaI	468	0.3802	0.9957		False
group_4777	466	0.3786	0.9742		False
group_5053	465	0.3777	0.9978		False
group_146	464	0.3769	0.8728		False
group_2312	463	0.3761	1.0		False
group_5651	460	0.3737	0.9978		False
group_4696	460	0.3737	1.0		False
group_5281	459	0.3729	1.0		False
group_5414	457	0.3712	0.9978		False
group_5191	457	0.3712	0.9781		False
group_5453	455	0.3696	0.989		False
group_2140	454	0.3688	1.0		False
group_3501	453	0.368	0.8808		False
group_589	453	0.368	0.9978		False
clfA	451	0.3664	0.9911	hostile_repeat_protein	False
group_550	450	0.3656	1.0		False
group_5714	449	0.3647	0.4098		False
group_11	446	0.3623	0.9709		False
group_4768	442	0.3591	0.9932		False
group_5493	441	0.3582	0.9229		False
group_1189	441	0.3582	1.0		False
group_1277	438	0.3558	0.968		False
group_591	434	0.3526	0.9885		False
group_5043	432	0.3509	1.0		False
group_1143	431	0.3501	0.9954		False
group_1163	427	0.3469	0.9953		False
group_654	427	0.3469	0.9836		False
tetR	426	0.3461	0.9812		False
group_5456	425	0.3452	0.9788		False
sen	424	0.3444	0.9882		False
seu	422	0.3428	0.8957		False
group_901	420	0.3412	0.9452		False
group_497	420	0.3412	0.9524		False
group_5213	418	0.3396	0.9976		False
group_673	418	0.3396	1.0		False
seo	418	0.3396	0.9713		False
group_246	418	0.3396	1.0		False
group_87	418	0.3396	0.9617		False
group_1236	417	0.3387	1.0		False
group_536	416	0.3379	0.9904		False
sem~~~sei~~~entK	415	0.3371	0.5325		False
lpl9	413	0.3355	0.9879		False
group_4654	412	0.3347	1.0		False
group_442	412	0.3347	1.0		False
group_5650	411	0.3339	0.9878		False
group_1264	411	0.3339	0.9903		False
group_437	409	0.3323	0.9804		False
group_5049	407	0.3306	1.0		False
group_4058	407	0.3306	1.0		False
group_1305	407	0.3306	0.9853		False
group_1203	407	0.3306	1.0		False
group_5200	406	0.3298	1.0		False
group_634	406	0.3298	1.0		False
group_5358	405	0.329	0.9975		False
group_5659	403	0.3274	0.9876		False
group_5658	403	0.3274	0.9529		False
group_4675	403	0.3274	0.9926		False
group_952	403	0.3274	1.0		False
group_1060	400	0.3249	0.9825		False
group_4188	399	0.3241	0.9975		False
group_4097	399	0.3241	0.9875		False
group_743	395	0.3209	0.957		False
group_3623	394	0.3201	0.9949		False
group_3559	394	0.3201	0.9949		False
group_667	394	0.3201	0.8249		False
group_74	394	0.3201	0.9797		False
group_2508	393	0.3193	1.0		False
group_298	393	0.3193	1.0		False
group_92	393	0.3193	1.0		False
group_72	393	0.3193	0.9975		False
group_5149	392	0.3184	1.0		False
group_5288	391	0.3176	1.0		False
group_3942	391	0.3176	1.0		False
cadD	391	0.3176	0.9668		False
group_466	390	0.3168	0.9846		False
group_5323	389	0.316	0.9974		False
group_1128	389	0.316	1.0		False
group_112	389	0.316	1.0		False
group_5664	388	0.3152	0.9974		False
group_525	388	0.3152	0.9794		False
group_906	387	0.3144	0.9974		False
group_303	387	0.3144	0.9457		False
group_299	387	0.3144	0.9948		False
group_5628	386	0.3136	0.9974		False
group_3907	386	0.3136	0.987		False
group_456	386	0.3136	0.9948		False
group_73	386	0.3136	1.0		False
group_43	386	0.3136	1.0		False
blaR1	385	0.3128	0.9948		False
group_3678	384	0.3119	1.0		False
group_4074	383	0.3111	1.0		False
group_2264	383	0.3111	0.9948		False
group_962	383	0.3111	0.8825		False
group_965	382	0.3103	0.7487		False
group_660	382	0.3103	0.9686		False
group_957	380	0.3087	0.9974		False
group_5138	379	0.3079	1.0		False
group_3992	378	0.3071	1.0		False
group_3857	378	0.3071	0.9577		False
group_1084	377	0.3063	0.9867		False
group_234	377	0.3063	0.9867		False
group_683	376	0.3054	1.0		False
group_5076	375	0.3046	0.9947		False
group_511	374	0.3038	0.992		False
group_670	372	0.3022	0.8145		False
group_283	372	0.3022	1.0		False
group_271	370	0.3006	1.0		False
group_2923	369	0.2998	0.9892		False
group_1380	368	0.2989	1.0		False
binR	368	0.2989	0.9918		False
group_5357	367	0.2981	0.9918		False
group_791	365	0.2965	1.0		False
group_708	365	0.2965	0.9726		False
group_571	364	0.2957	0.9258		False
group_230	364	0.2957	0.989		False
group_1392	362	0.2941	1.0		False
epiB	360	0.2924	0.9806		False
group_4704	360	0.2924	0.9306		False
sasG	360	0.2924	0.85	hostile_repeat_protein	False
group_319	359	0.2916	0.9972		False
group_5548	358	0.2908	1.0		False
group_4607	356	0.2892	1.0		False
mecC~~~mecA	356	0.2892	0.9944		False
group_5613	355	0.2884	1.0		False
lpl8	355	0.2884	1.0		False
group_424	355	0.2884	0.969		False
group_355	355	0.2884	0.9859		False
group_50	355	0.2884	0.9972		False
set21	354	0.2876	0.9887		False
epiC	352	0.2859	0.9943		False
group_221	352	0.2859	0.9631		False
group_5369	351	0.2851	1.0		False
yxlF	351	0.2851	0.9858		False
group_342	351	0.2851	0.9972		False
group_205	351	0.2851	1.0		False
group_3865	350	0.2843	0.9314		False
group_995	350	0.2843	0.9743		False
group_198	350	0.2843	1.0		False
group_5746	349	0.2835	1.0		False
group_880	349	0.2835	0.788		False
group_723	349	0.2835	1.0		False
group_356	349	0.2835	0.7593		False
gdmE	348	0.2827	0.9971		False
group_3556	347	0.2819	1.0		False
group_1093	347	0.2819	0.9654		False
group_1030	347	0.2819	0.9942		False
group_3587	346	0.2811	1.0		False
group_979	346	0.2811	0.9942		False
insH	346	0.2811	0.2948		False
group_254	344	0.2794	1.0		False
group_242	344	0.2794	1.0		False
group_793	343	0.2786	1.0		False
group_1026	342	0.2778	0.9327		False
group_332	342	0.2778	1.0		False
group_5583	341	0.277	0.9912		False
group_30	341	0.277	1.0		False
group_5611	340	0.2762	0.85		False
group_5398	340	0.2762	0.9294		False
group_1318	340	0.2762	1.0		False
group_794	340	0.2762	0.4353		False
group_531	339	0.2754	0.9971		False
group_229	339	0.2754	1.0		False
group_1245	338	0.2746	1.0		False
fnbB	338	0.2746	0.9822	hostile_repeat_protein	False
group_5444	337	0.2738	1.0		False
group_2736	337	0.2738	0.9852		False
group_672	337	0.2738	1.0		False
group_118	337	0.2738	0.9941		False
group_1300	336	0.2729	0.997		False
group_1284	335	0.2721	0.997		False
group_2665	334	0.2713	1.0		False
group_169	334	0.2713	1.0		False
group_3881	333	0.2705	1.0		False
group_566	332	0.2697	1.0		False
group_251	332	0.2697	0.8855		False
group_4771	331	0.2689	1.0		False
group_4474	331	0.2689	0.997		False
group_540	331	0.2689	0.994		False
group_1302	330	0.2681	0.9939		False
group_5798	329	0.2673	0.5441		False
group_5245	329	0.2673	1.0		False
group_751	329	0.2673	1.0		False
group_688	329	0.2673	0.9909		False
group_5797	327	0.2656	0.9694		False
lpl7~~~lpl6	327	0.2656	0.5168		False
group_1160	326	0.2648	0.9816		False
group_1260	325	0.264	0.9908		False
vanZ	325	0.264	0.9662		False
group_842	325	0.264	0.9785		False
group_772	325	0.264	1.0		False
group_1973	324	0.2632	1.0		False
group_2933	323	0.2624	1.0		False
group_5115	322	0.2616	0.8944		False
group_4998	321	0.2608	0.6978		False
group_3364	321	0.2608	0.9969		False
group_1074	321	0.2608	1.0		False
group_1022	321	0.2608	1.0		False
splB~~~splD~~~splE	321	0.2608	0.9969		False
group_364	321	0.2608	0.9969		False
group_3013	320	0.26	1.0		False
group_2244	319	0.2591	1.0		False
group_5175	318	0.2583	1.0		False
group_4082	318	0.2583	1.0		False
group_5210	317	0.2575	0.9937		False
group_933	317	0.2575	0.9243		False
group_177	317	0.2575	0.9968		False
group_5003	316	0.2567	0.9937		False
group_2975	316	0.2567	1.0		False
group_1190	316	0.2567	1.0		False
group_750	315	0.2559	0.9937		False
group_4664	314	0.2551	0.9936		False
group_4960	312	0.2535	0.9712		False
group_986	312	0.2535	0.7404		False
group_1322	310	0.2518	1.0		False
group_611	310	0.2518	1.0		False
group_184	310	0.2518	1.0		False
group_741	309	0.251	0.9806		False
group_711	309	0.251	1.0		False
group_269	309	0.251	1.0		False
group_5676	306	0.2486	1.0		False
group_1038	305	0.2478	1.0		False
icaC	304	0.247	0.8882		False
group_54	303	0.2461	0.9868		False
group_4324	302	0.2453	0.9901		False
group_2177	302	0.2453	1.0		False
group_5396	301	0.2445	0.9668		False
group_4659	301	0.2445	1.0		False
group_2631	301	0.2445	0.9934		False
group_1064	301	0.2445	0.9934		False
group_925	301	0.2445	0.9767		False
group_513	301	0.2445	1.0		False
group_370	301	0.2445	0.99		False
group_931	300	0.2437	0.8767		False
group_713	300	0.2437	1.0		False
group_187	299	0.2429	1.0		False
group_5534	298	0.2421	1.0		False
hysA	298	0.2421	0.9799		False
group_5485	297	0.2413	0.9158		False
group_1286	297	0.2413	0.9529		False
group_736	297	0.2413	1.0		False
group_1315	296	0.2405	0.9932		False
group_1024	296	0.2405	0.9628		False
group_908	296	0.2405	1.0		False
lukP~~~lukM~~~lukE~~~lukSPV	295	0.2396	1.0		False
group_4129	293	0.238	1.0		False
group_2726	293	0.238	1.0		False
group_5631	292	0.2372	0.9829		False
group_868	292	0.2372	1.0		False
group_1849	291	0.2364	1.0		False
group_5569	290	0.2356	0.9966		False
group_4819	290	0.2356	0.9759		False
group_276	290	0.2356	0.9759		False
group_3351	289	0.2348	0.9931		False
group_3269	289	0.2348	0.9965		False
group_2986	289	0.2348	0.9965		False
group_1231	289	0.2348	0.9723		False
group_408	289	0.2348	1.0		False
group_179	288	0.234	1.0		False
group_914	287	0.2331	0.9617		False
group_114	287	0.2331	1.0		False
group_725	286	0.2323	1.0		False
group_4421	285	0.2315	0.9789		False
group_609	285	0.2315	0.9053		False
group_4799	284	0.2307	1.0		False
group_5730	283	0.2299	0.9859		False
group_1267	283	0.2299	0.9541		False
recA	283	0.2299	0.9929		False
group_682	282	0.2291	1.0		False
group_44	282	0.2291	1.0		False
group_968	280	0.2275	0.9821		False
lukFPV~~~lukQ~~~lukF	280	0.2275	1.0		False
group_16	280	0.2275	1.0		False
group_978	279	0.2266	0.9928		False
sel~~~sel32~~~selV~~~sem	278	0.2258	0.9496		False
group_5215	276	0.2242	1.0		False
group_3160	276	0.2242	1.0		False
group_5429	274	0.2226	0.9964		False
group_746	274	0.2226	0.7774		False
group_740	274	0.2226	1.0		False
group_122	274	0.2226	0.9708		False
group_3699	273	0.2218	0.9963		False
mecR1	273	0.2218	0.9927		False
repB	273	0.2218	0.9927		False
insH~~~tnp	271	0.2201	0.9742		False
group_958	270	0.2193	0.9889		False
lysH5	270	0.2193	0.9741		False
group_4594	269	0.2185	0.7472		False
group_490	269	0.2185	1.0		False
group_3622	268	0.2177	0.9552		False
group_3418	268	0.2177	0.9478		False
group_1217	268	0.2177	0.9664		False
group_926	268	0.2177	0.9963		False
group_4086	266	0.2161	0.9737		False
group_1312	266	0.2161	0.9248		False
group_1292	265	0.2153	1.0		False
group_859	265	0.2153	1.0		False
group_665	265	0.2153	0.9962		False
group_5724	264	0.2145	1.0		False
group_832	264	0.2145	1.0		False
group_480	264	0.2145	0.9659		False
group_3276	262	0.2128	0.9962		False
group_1311	262	0.2128	1.0		False
group_5086	261	0.212	0.8621		False
group_363	261	0.212	0.9808		False
blaZ~~~blaPC1	261	0.212	0.9885		False
group_4219	259	0.2104	1.0		False
group_2352	259	0.2104	1.0		False
group_5785	258	0.2096	0.9884		False
group_5121	258	0.2096	1.0		False
group_4706	258	0.2096	0.9806		False
group_222	258	0.2096	0.9225		False
group_45	258	0.2096	1.0		False
group_5841	257	0.2088	1.0		False
group_5178	257	0.2088	1.0		False
group_664	257	0.2088	0.9455		False
group_477	257	0.2088	0.9805		False
group_347	257	0.2088	0.9844		False
group_213	257	0.2088	0.9144		False
group_5784	256	0.208	1.0		False
group_2764	256	0.208	1.0		False
splF~~~splB	256	0.208	0.9688		False
group_419	256	0.208	1.0		False
group_4116	255	0.2071	1.0		False
group_1266	255	0.2071	0.9647		False
group_552	255	0.2071	1.0		False
group_362	255	0.2071	1.0		False
group_1246	254	0.2063	1.0		False
group_899	254	0.2063	0.1378		False
group_150	254	0.2063	0.9724		False
group_5646	253	0.2055	0.6798		False
group_5400	253	0.2055	1.0		False
group_590	253	0.2055	0.9802		False
group_2782	252	0.2047	0.9841		False
group_718	251	0.2039	0.9761		False
dnaA	251	0.2039	0.502		False
group_1301	250	0.2031	0.984		False
group_378	250	0.2031	0.96		False
group_5679	249	0.2023	1.0		False
group_2970	249	0.2023	1.0		False
group_959	249	0.2023	0.996		False
group_970	248	0.2015	1.0		False
group_524	248	0.2015	1.0		False
group_189	247	0.2006	0.9919		False
group_4611	246	0.1998	1.0		False
group_139	246	0.1998	0.3455		False
group_432	245	0.199	1.0		False
rinB	244	0.1982	1.0		False
group_5729	243	0.1974	1.0		False
group_3485	243	0.1974	0.9136		False
group_5467	242	0.1966	0.3926		False
mcrC	242	0.1966	0.9917		False
group_2713	241	0.1958	1.0		False
group_578	241	0.1958	1.0		False
group_499	241	0.1958	1.0		False
dnaC	241	0.1958	0.9917		False
group_4042	239	0.1942	1.0		False
lpl2	239	0.1942	0.9874		False
group_3472	239	0.1942	0.9916		False
group_3447	239	0.1942	1.0		False
group_3163	239	0.1942	0.9665		False
group_576	239	0.1942	0.8996		False
lpl4	239	0.1942	0.8996		False
group_5051	238	0.1933	1.0		False
group_3460	238	0.1933	0.9832		False
group_2772	238	0.1933	0.9538		False
